sub,harm1,harm2,harm3,fairness1,fairness2,fairness3,Ingroup1,Ingroup2,Ingroup3,Authority1,Authority2,Authority3,Purity1,Purity2,Purity3,sise,E,A_R,C,N_R,O,E_R,A,C_R,N,O_R,mood,subjwell,cogref.1,cogref.2,cogref.3,politics,Country,Weird,Execution
4750,4,4,4,4,4,4,5,4,4,4,4,4,4,3,4,3,5,5,5,5,5,5,5,5,5,5,2,7,0,0,0,5,USA,1,legal
6180,6,3,4,4,2,6,4,6,4,3,5,5,4,4,2,4,3,1,7,4,5,6,7,1,4,6,4,8,0,0,0,5,Switzerland,1,illegal
5596,5,5,5,5,6,5,4,4,2,5,2,2,2,2,5,4,3,2,6,2,5,5,6,2,3,2,NA,8,0,0,0,2,USA,1,legal
1582,6,6,6,5,6,6,5,6,3,1,4,4,3,3,5,4,6,7,5,5,3,5,5,2,3,3,3,5,0,0,0,1,USA,1,legal
4167,5,5,4,4,5,3,5,3,5,5,4,3,3,4,4,3,6,6,3,2,5,3,5,4,6,5,3,7,0,0,0,2,USA,1,legal
6741,6,5,6,6,6,6,1,4,3,1,3,2,1,1,1,4,1,1,7,4,7,7,6,6,7,1,5,9,0,0,0,4,India,0,legal
2572,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,6,6,6,6,6,6,6,6,6,6,3,8,0,0,0,6,USA,1,legal
3265,6,6,6,6,6,5,5,2,5,4,2,3,3,2,4,3,5,6,6,7,4,2,4,1,1,2,3,7,0,0,0,3,Canada,1,illegal
3932,5,5,5,5,5,5,5,5,4,3,3,3,4,4,5,4,6,4,6,3,4,5,7,6,5,4,2,3,0,0,0,2,United Arab Emirates,0,legal
3051,6,6,4,3,5,5,4,6,6,6,5,6,6,6,6,4,6,3,5,3,7,2,7,5,2,1,3,7,0,0,0,2,USA,1,legal
5762,6,5,5,6,6,6,6,5,3,1,4,4,6,3,3,5,7,2,6,6,7,2,7,5,5,2,4,8,0,0,0,4,The Netherlands,1,illegal
1228,2,5,4,2,4,5,4,3,5,6,4,4,5,5,5,2,4,4,3,4,4,3,4,NA,5,4,3,10,0,0,0,3,UK,1,illegal
454,5,4,4,2,3,6,6,6,5,3,5,3,4,1,3,5,1,6,6,5,3,6,5,2,2,3,4,8,0,0,0,1,Sweden,1,illegal
1275,6,6,6,6,4,6,6,6,6,5,6,6,4,4,4,5,1,1,5,7,4,7,7,1,1,4,4,8,0,0,0,3,USA,1,legal
4830,6,6,5,5,6,5,5,3,5,3,4,5,4,4,5,4,4,5,6,4,6,6,3,1,6,4,3,7,0,0,0,3,Canada,1,illegal
93,4,4,3,2,5,5,4,5,5,2,6,5,4,4,5,3,3,7,6,5,6,7,5,2,1,5,4,9,0,0,0,2,UK,1,illegal
6780,5,6,1,6,3,3,4,4,3,3,2,3,4,4,5,4,5,6,4,6,6,5,6,3,6,5,2,5,0,0,0,5,USA,1,legal
6638,6,4,6,4,6,6,5,6,6,3,5,6,5,5,4,4,4,6,6,6,5,4,7,2,4,3,5,8,0,0,0,7,USA,1,legal
4389,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,1,6,4,6,4,6,4,6,4,4,6,0,0,0,6,India,0,legal
6101,6,6,6,5,5,5,5,2,4,1,5,5,4,5,4,4,3,6,6,1,4,6,6,1,6,3,4,8,0,0,0,3,Switzerland,1,illegal
2551,5,3,5,4,3,4,5,2,3,2,3,3,4,4,5,5,6,2,5,1,6,7,6,2,6,6,3,5,0,0,0,4,Switzerland,1,illegal
1443,6,4,3,5,4,6,3,2,4,1,5,4,2,4,3,2,5,2,4,2,6,3,5,5,2,2,5,10,0,0,0,4,USA,1,legal
969,4,2,5,3,3,4,5,4,4,4,5,5,5,4,5,4,3,3,6,2,2,6,6,5,6,5,3,8,0,0,0,3,Switzerland,1,illegal
2582,5,3,2,4,3,5,5,6,4,2,5,4,3,4,2,5,5,4,6,5,4,5,3,2,5,2,4,7,0,0,0,4,Switzerland,1,illegal
2633,5,5,2,6,5,6,5,1,5,1,5,2,5,5,5,2,4,1,5,5,2,2,7,2,5,2,4,4,0,0,0,3,Switzerland,1,illegal
2634,5,5,2,3,4,5,4,4,5,4,3,4,5,5,3,4,6,2,6,1,7,3,6,3,6,1,3,7,0,0,0,3,Switzerland,1,illegal
2782,5,5,5,6,6,5,4,6,4,5,3,4,4,6,5,1,2,1,5,6,7,6,6,2,5,1,4,8,0,0,0,3,France,1,illegal
2823,5,4,4,4,4,6,4,4,4,2,5,3,4,5,5,2,2,4,4,4,6,6,5,2,4,3,3,7,0,0,0,4,France,1,illegal
5530,6,6,6,5,5,5,4,5,4,2,4,4,5,5,5,4,7,5,6,3,6,1,6,1,7,1,3,7,0,0,0,4,The Netherlands,1,illegal
6162,6,5,6,5,5,5,5,2,4,1,3,5,5,6,6,2,3,2,6,6,7,6,6,2,4,1,3,6,0,0,0,4,Switzerland,1,illegal
6215,6,4,6,6,6,6,6,3,4,1,5,6,5,5,6,5,7,5,7,4,7,2,6,3,6,1,2,10,0,0,0,4,Switzerland,1,illegal
3061,6,5,6,3,5,4,5,6,6,2,5,4,5,5,5,4,4,3,6,3,6,3,4,3,6,3,3,7,0,0,0,5,Canada,1,illegal
4361,6,4,3,2,4,4,5,1,3,2,4,3,4,1,2,4,6,2,3,4,5,4,7,5,4,4,3,5,0,0,0,6,Canada,1,illegal
7107,6,6,3,4,6,5,6,5,4,3,4,2,2,4,5,3,3,4,6,4,6,5,4,3,5,4,4,10,0,0,0,6,Spain,1,illegal
7128,6,6,6,5,5,6,4,6,4,1,4,2,4,3,5,4,5,2,7,3,6,3,7,1,6,2,3,8,0,0,0,3,Switzerland,1,illegal
7233,6,6,6,5,6,5,4,4,3,2,4,4,4,6,5,2,5,2,5,6,5,4,6,2,3,2,3,7,0,0,0,3,Switzerland,1,illegal
7241,6,6,6,4,5,6,4,3,4,3,4,3,4,3,5,3,4,3,7,3,6,4,6,2,6,2,3,7,0,0,0,4,Switzerland,1,illegal
1200,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,4,5,3,3,4,6,3,6,5,6,3,3,7,0,0,0,6,France,1,illegal
1207,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,3,9,0,0,0,6,France,1,illegal
1236,1,5,6,3,5,2,5,3,1,1,1,1,1,1,3,4,5,4,4,4,4,4,4,4,4,4,4,10,0,0,0,6,France,1,illegal
1952,6,3,4,5,5,5,2,2,4,1,5,3,2,3,3,4,6,3,2,2,6,1,6,2,5,1,3,7,0,0,0,2,USA,1,legal
3068,5,5,5,4,5,4,3,3,4,3,4,4,4,4,5,3,5,5,3,5,5,6,5,5,3,4,4,7,0,0,0,4,India,0,legal
980,4,4,3,3,3,3,5,4,4,2,5,5,4,2,4,4,3,2,6,3,2,6,6,2,5,6,3,7,0,0,0,4,Switzerland,1,illegal
2828,5,5,5,4,5,3,3,5,5,2,5,3,5,4,4,2,5,5,5,6,6,3,4,1,3,2,4,8,0,0,0,5,France,1,illegal
6150,6,5,5,3,5,4,3,5,4,2,3,4,4,4,4,3,4,5,5,6,5,6,6,4,2,2,4,8,0,0,0,3,Switzerland,1,illegal
6269,6,4,6,5,4,6,5,5,4,2,3,5,4,3,4,4,5,5,6,6,4,4,7,3,5,3,3,7,0,0,0,3,France,1,illegal
1145,5,5,6,5,5,5,5,4,5,4,5,2,4,2,5,4,7,3,3,2,6,6,7,3,5,4,4,8,0,0,0,2,Turkey,0,illegal
7140,6,5,6,5,5,6,3,5,4,3,4,3,4,4,5,2,3,2,6,5,7,5,7,2,4,3,4,8,0,0,0,4,Switzerland,1,illegal
3664,5,5,4,4,5,5,5,2,5,1,3,1,2,1,2,3,7,5,6,2,7,4,5,2,7,2,3,4,0,0,0,4,UK,1,illegal
2559,5,5,5,4,5,5,5,4,5,4,4,5,5,4,4,4,5,4,5,5,4,6,6,3,6,4,4,4,0,0,0,3,Switzerland,1,illegal
7139,6,6,5,5,6,5,4,3,4,2,4,3,3,4,5,4,7,2,7,2,7,3,6,1,6,2,2,10,0,0,0,5,Switzerland,1,illegal
3382,5,5,5,4,5,4,5,4,5,1,4,4,3,4,4,4,5,5,7,4,6,7,6,1,6,2,3,4,1,1,0,3,Turkey,0,illegal
919,4,6,3,5,3,5,5,4,4,5,5,6,5,5,3,5,7,7,7,6,6,5,7,3,4,5,3,8,1,1,0,4,Spain,1,illegal
319,5,3,4,5,4,6,6,3,6,1,5,3,4,6,6,1,1,1,1,5,4,6,4,5,4,3,4,6,1,1,0,4,Canada,1,illegal
1787,5,5,5,4,5,5,4,3,4,2,4,4,5,4,4,4,5,2,5,4,6,2,7,2,4,4,4,8,1,1,0,5,The Netherlands,1,illegal
1900,5,5,6,NA,4,5,1,5,5,4,5,5,6,NA,5,2,5,3,4,2,6,6,7,3,6,3,4,7,1,1,0,5,The Netherlands,1,illegal
2241,5,6,6,5,5,4,5,5,5,3,4,5,2,4,3,4,7,3,7,4,6,3,7,2,7,1,4,6,1,1,0,6,The Netherlands,1,illegal
5053,6,6,6,5,6,5,4,3,5,6,5,6,6,6,6,4,5,1,7,6,6,6,7,1,7,3,3,7,1,1,0,6,The Netherlands,1,illegal
4007,5,6,5,4,4,5,5,6,4,3,3,2,4,3,6,3,2,5,5,3,3,2,5,2,6,5,3,7,1,1,0,7,USA,1,legal
4263,5,4,5,3,5,4,5,4,4,2,3,3,5,3,4,4,5,2,5,3,2,5,6,3,5,5,4,8,1,1,0,2,USA,1,legal
4425,5,4,5,4,5,4,4,3,2,1,3,1,3,2,4,2,4,4,5,5,5,4,5,3,6,5,3,7,1,1,0,6,USA,1,legal
4863,5,4,4,5,6,4,3,3,3,2,4,4,4,4,5,2,2,1,6,5,5,7,7,1,5,4,2,7,1,1,0,4,USA,1,legal
5983,5,5,6,5,4,4,4,4,5,3,5,5,5,4,3,3,5,5,5,6,6,4,5,2,4,4,4,7,1,1,0,NA,USA,1,legal
251,6,5,6,3,5,4,6,3,1,1,3,3,3,4,3,5,7,1,6,2,7,2,3,NA,7,2,3,7,1,1,0,6,USA,1,legal
2889,6,6,6,5,5,5,4,6,6,3,5,5,6,6,6,3,5,2,7,6,7,2,7,1,5,1,4,8,1,1,0,4,Canada,1,illegal
6410,6,5,6,6,6,6,5,4,5,5,5,2,4,6,4,3,6,5,3,5,6,3,6,3,5,3,4,8,1,1,0,2,The Netherlands,1,illegal
6520,6,5,6,5,6,5,NA,5,6,2,5,5,4,3,5,4,5,5,3,6,7,3,7,5,3,1,4,8,1,1,0,4,The Netherlands,1,illegal
7068,6,5,6,3,4,4,5,4,4,2,5,5,4,4,4,1,1,1,7,7,4,7,7,1,2,7,4,9,1,1,0,4,Spain,1,illegal
5011,5,2,3,4,4,5,4,3,4,2,5,3,2,3,5,4,5,5,6,2,6,3,6,2,6,2,3,4,1,1,0,3,USA,1,legal
85,6,6,3,3,6,NA,3,3,3,3,6,6,1,1,3,4,3,1,7,2,6,7,6,3,6,2,4,8,1,1,0,2,USA,1,legal
603,6,5,6,5,6,5,4,4,5,4,4,4,3,2,3,4,5,2,4,5,7,5,7,4,6,2,3,6,1,1,0,2,USA,1,legal
2007,6,5,6,5,4,5,5,5,3,2,4,4,5,4,4,4,4,5,5,2,6,6,6,6,5,4,3,5,1,1,0,2,USA,1,legal
2291,6,6,6,5,6,5,5,5,3,1,5,3,2,4,5,4,6,6,5,5,7,1,6,5,6,1,3,6,1,1,0,6,USA,1,legal
3856,6,5,6,5,6,6,5,4,5,3,4,5,4,5,3,4,6,3,7,2,6,5,6,4,7,6,2,7,1,1,0,5,USA,1,legal
3887,6,6,6,6,6,6,4,2,4,1,4,2,4,3,5,4,5,7,5,5,7,5,5,7,4,2,4,8,1,1,0,1,USA,1,legal
4769,6,5,6,5,6,4,4,5,4,5,3,1,4,2,5,5,7,5,5,5,7,2,6,5,5,2,3,7,1,1,0,2,USA,1,legal
6480,6,5,6,4,5,5,4,4,4,4,4,5,6,6,6,3,5,7,7,5,6,1,5,1,3,1,3,4,1,1,0,3,USA,1,legal
4666,5,5,5,5,5,5,4,6,3,4,4,5,3,5,5,3,3,3,6,5,3,5,6,3,6,6,4,8,1,1,0,4,South Africa,0,illegal
5717,5,4,4,5,6,6,6,3,6,3,5,3,2,3,3,3,5,5,2,5,7,4,6,7,2,2,3,7,1,1,0,4,Turkey,0,illegal
7030,6,1,5,6,2,6,6,6,6,5,6,6,6,6,6,2,3,6,7,7,1,2,5,1,5,7,4,8,1,1,0,4,India,0,legal
3544,5,5,6,4,5,5,5,4,4,2,5,5,3,5,5,4,6,2,6,2,5,3,6,2,6,4,3,7,1,1,0,3,Turkey,0,illegal
3703,5,5,6,5,6,5,5,6,5,5,3,5,5,5,5,4,6,5,5,5,6,5,6,6,6,6,4,7,1,1,0,2,Turkey,0,illegal
6772,6,4,6,5,5,5,4,4,3,5,2,2,4,2,3,4,7,2,7,3,6,3,7,3,6,2,3,7,1,1,0,4,USA,1,legal
5955,5,5,6,4,4,4,5,2,4,3,5,5,3,3,5,2,3,3,5,6,3,4,6,2,3,4,3,8,1,1,0,4,USA,1,legal
1841,5,4,4,4,4,4,3,5,4,4,4,3,4,4,3,3,6,5,6,2,5,2,5,4,5,5,4,8,0,1,0,2,United Arab Emirates,0,legal
1166,6,5,6,5,4,6,4,4,4,2,4,2,5,2,5,4,4,1,7,5,6,6,7,5,6,2,4,9,0,1,0,5,USA,1,legal
2894,5,5,5,5,5,5,4,3,5,3,5,5,5,5,5,4,5,5,3,4,6,4,5,5,5,3,4,7,0,1,0,3,USA,1,legal
4268,5,4,5,6,6,6,5,5,4,4,4,6,4,4,5,4,5,2,6,5,5,6,7,2,7,5,3,6,0,1,0,4,USA,1,legal
5902,5,5,6,5,5,4,3,6,3,2,4,5,4,4,4,3,5,4,5,2,5,5,5,3,5,5,4,8,0,1,0,3,USA,1,legal
3768,6,5,6,6,5,4,4,6,4,1,3,4,5,6,5,2,6,7,7,6,5,4,5,1,2,4,4,8,0,1,0,4,Canada,1,illegal
2416,6,6,6,5,6,6,4,4,5,2,4,5,2,5,6,5,7,6,6,7,7,2,6,5,4,2,4,6,0,1,0,2,USA,1,legal
4079,6,2,6,4,2,3,5,4,4,1,3,3,4,2,4,4,1,4,7,3,7,6,4,3,5,2,2,5,0,1,0,1,USA,1,legal
2018,4,4,5,4,5,5,2,6,3,4,3,5,5,5,4,3,5,3,3,2,6,6,7,2,5,3,4,7,0,1,0,6,India,0,legal
2900,6,6,6,6,6,6,6,6,6,2,4,5,6,4,6,1,1,3,5,2,6,5,4,2,3,6,3,9,0,1,0,NA,Canada,1,illegal
753,3,2,6,3,4,6,5,1,3,4,5,4,3,3,6,4,2,3,5,5,2,6,5,4,4,4,4,6,0,1,0,4,USA,1,legal
227,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,4,6,4,7,3,6,2,5,2,6,2,3,6,0,1,0,4,Canada,1,illegal
6396,5,5,6,5,5,5,5,4,2,2,4,5,3,2,5,4,5,5,7,2,7,3,6,1,6,1,3,8,0,1,0,3,USA,1,legal
274,6,5,5,5,4,2,2,6,4,3,4,3,1,5,2,3,5,5,6,2,3,3,5,5,7,5,4,10,0,1,0,4,USA,1,legal
595,6,5,6,4,6,4,6,5,5,2,3,2,3,2,4,4,2,5,5,6,7,4,5,7,1,5,4,8,0,1,0,2,Canada,1,illegal
633,6,5,5,5,5,5,5,5,5,4,5,5,5,5,5,2,3,5,6,6,5,5,5,3,4,4,3,8,0,1,0,4,Canada,1,illegal
780,6,5,4,5,6,6,4,4,4,3,6,5,5,5,4,4,6,5,7,5,6,4,6,4,5,4,3,3,0,1,0,4,Canada,1,illegal
1003,6,5,3,3,5,4,5,6,5,5,2,4,5,4,4,5,7,5,4,3,5,2,5,3,4,3,3,6,0,1,0,2,Canada,1,illegal
4768,6,5,6,5,6,6,4,4,4,4,5,5,5,6,6,2,2,4,6,7,5,5,5,2,2,5,4,10,0,1,0,4,Belgium,1,illegal
4796,6,6,5,5,6,5,4,4,4,2,4,5,4,6,4,3,6,5,6,4,7,3,7,3,6,3,NA,9,0,1,0,3,Belgium,1,illegal
5073,6,4,6,5,6,4,5,5,5,2,5,NA,5,6,5,4,6,4,5,3,6,3,4,5,5,4,4,7,0,1,0,4,The Netherlands,1,illegal
5433,6,5,5,5,5,5,4,5,5,4,4,6,4,6,5,4,2,3,5,2,5,7,7,2,6,6,3,6,0,1,0,3,The Netherlands,1,illegal
6532,6,5,6,6,6,6,6,3,5,6,6,6,4,6,5,2,5,4,5,4,6,5,6,6,6,3,1,8,0,1,0,1,Hungary,1,illegal
2124,1,2,1,1,1,3,2,5,2,4,3,4,2,1,1,3,7,6,6,2,6,2,6,7,5,4,3,7,0,1,0,3,UK,1,illegal
1995,5,5,5,4,4,6,4,6,3,2,4,2,6,3,5,4,2,6,7,3,2,5,7,3,5,3,3,8,0,1,0,5,USA,1,legal
2252,5,5,5,4,6,6,4,5,4,2,5,2,3,2,3,2,2,5,6,3,6,7,7,5,7,2,3,6,0,1,0,5,USA,1,legal
2677,5,5,6,6,6,6,5,1,5,5,5,5,4,5,5,5,6,1,7,1,6,1,7,1,6,2,2,4,0,1,0,5,USA,1,legal
2778,5,6,6,NA,5,NA,2,5,5,2,6,6,2,6,4,4,6,6,6,6,7,6,5,5,6,7,4,3,0,1,0,4,USA,1,legal
3195,5,5,6,4,5,5,5,4,4,4,4,4,5,4,5,4,6,5,6,5,6,5,7,1,7,4,4,10,0,1,0,2,USA,1,legal
3221,5,4,5,5,5,5,5,5,5,4,4,4,4,4,5,3,5,3,6,5,5,3,5,3,4,3,4,9,0,1,0,3,USA,1,legal
4162,5,5,2,4,5,3,4,4,3,3,3,1,3,2,4,4,5,5,3,4,5,2,6,4,5,2,3,9,0,1,0,3,USA,1,legal
4752,5,4,5,5,6,5,3,4,4,1,2,2,3,5,4,4,5,1,5,1,7,2,5,5,6,1,3,8,0,1,0,4,USA,1,legal
4907,5,5,6,5,5,5,4,4,4,2,5,4,4,4,5,2,6,5,6,5,5,3,6,1,4,3,3,7,0,1,0,4,USA,1,legal
6939,5,3,6,3,5,5,4,5,3,3,3,4,3,3,4,3,6,1,4,1,7,4,6,1,7,4,2,4,0,1,0,5,USA,1,legal
7184,5,6,6,4,6,6,5,1,4,4,5,4,2,3,3,4,6,3,6,2,6,1,7,2,5,2,4,8,0,1,0,1,USA,1,legal
1146,6,4,4,4,2,4,5,3,4,2,4,3,4,3,5,4,6,5,6,3,4,4,7,2,5,3,3,7,0,1,0,2,USA,1,legal
2820,6,5,3,5,5,5,4,2,5,1,4,3,4,4,2,2,2,5,5,7,5,6,3,3,1,5,3,2,0,1,0,4,Canada,1,illegal
2881,6,6,5,5,6,4,5,5,4,2,4,4,3,5,4,1,6,5,6,6,6,2,6,5,2,3,5,9,0,1,0,4,Canada,1,illegal
2890,6,6,5,5,6,6,5,5,6,2,5,4,4,6,5,4,7,6,6,6,6,2,7,1,3,3,4,9,0,1,0,5,Canada,1,illegal
3004,6,3,4,4,6,4,2,5,3,4,5,4,3,4,3,4,2,2,3,5,6,7,6,6,7,2,3,4,0,1,0,4,Canada,1,illegal
3046,6,5,5,5,6,4,4,5,4,4,5,4,4,5,5,2,6,2,5,6,6,5,6,2,4,3,3,5,0,1,0,5,Canada,1,illegal
4850,6,5,6,3,4,5,5,3,3,3,5,3,2,4,3,4,6,4,5,3,4,1,5,3,4,4,3,6,0,1,0,4,Canada,1,illegal
6333,6,4,6,4,6,5,3,3,3,5,4,4,4,3,5,4,7,5,6,4,5,4,5,5,4,4,4,7,0,1,0,5,The Netherlands,1,illegal
6377,6,6,6,6,6,6,6,5,5,2,5,4,4,6,6,1,5,4,6,6,5,6,6,5,3,2,4,8,0,1,0,4,The Netherlands,1,illegal
6481,6,5,5,5,5,4,4,4,4,1,5,4,4,3,2,3,5,4,5,5,7,4,6,2,6,6,3,8,0,1,0,4,The Netherlands,1,illegal
6130,3,4,3,3,4,4,4,3,3,4,5,3,4,4,3,3,4,4,4,6,6,6,6,4,7,5,4,8,0,1,0,4,UK,1,illegal
819,4,5,6,6,6,6,5,5,5,2,4,6,6,6,6,4,6,4,6,5,5,6,7,5,6,5,4,7,0,1,0,3,UK,1,illegal
4468,5,5,5,5,6,6,6,3,6,5,3,2,3,3,6,4,6,6,6,2,4,1,6,1,4,3,3,8,0,1,0,4,USA,1,legal
5312,5,5,5,5,6,6,6,6,6,3,4,4,3,5,5,3,6,6,7,3,7,6,7,1,6,3,4,8,0,1,0,3,USA,1,legal
5330,5,4,5,3,5,NA,4,4,3,3,4,5,5,4,5,5,6,2,6,2,6,2,6,2,6,2,4,8,0,1,0,5,USA,1,legal
5625,5,5,5,5,6,4,3,2,5,6,3,3,4,1,3,3,6,3,5,6,7,3,5,2,3,1,4,9,0,1,0,3,USA,1,legal
5972,5,5,5,5,5,6,5,5,4,2,4,2,3,4,3,2,2,5,5,3,6,6,6,6,7,3,3,8,0,1,0,6,USA,1,legal
6102,5,4,3,5,6,6,6,3,5,3,5,4,4,5,4,4,3,2,7,5,6,6,6,1,5,3,4,7,0,1,0,2,USA,1,legal
207,6,6,6,6,6,6,6,4,6,2,4,3,6,2,4,3,5,5,6,6,6,3,6,1,4,4,4,9,0,1,0,4,USA,1,legal
349,6,6,5,5,6,5,5,2,4,1,4,2,1,3,2,5,NA,2,6,1,7,2,6,5,5,1,3,7,0,1,0,4,USA,1,legal
478,6,6,6,6,6,6,6,4,6,6,6,6,6,6,6,5,6,1,5,1,6,4,6,2,3,1,3,7,0,1,0,3,USA,1,legal
1726,6,6,6,6,6,6,6,4,5,3,5,6,5,6,6,3,7,1,4,1,7,1,7,2,6,3,3,6,0,1,0,4,USA,1,legal
3497,6,3,6,4,6,5,3,1,3,1,4,1,6,6,1,4,7,7,5,5,7,1,6,4,6,1,4,7,0,1,0,6,USA,1,legal
3507,6,6,6,5,6,6,6,3,6,2,5,4,6,6,6,3,4,5,3,5,7,3,7,6,2,3,4,9,0,1,0,6,USA,1,legal
4127,6,6,6,6,5,4,4,3,5,5,6,3,3,2,3,3,3,5,5,6,3,5,7,5,3,6,4,6,0,1,0,5,USA,1,legal
4686,6,6,6,5,6,3,6,5,6,2,5,4,3,4,5,3,1,3,7,5,4,5,5,2,3,4,4,8,0,1,0,2,USA,1,legal
4853,6,6,6,6,5,4,4,4,3,4,3,5,4,5,6,2,6,3,3,3,5,2,5,5,4,5,4,10,0,1,0,4,USA,1,legal
5114,6,6,6,4,4,5,4,6,5,5,4,4,6,4,4,4,7,5,5,3,6,5,5,5,3,4,4,7,0,1,0,3,USA,1,legal
5483,6,4,6,5,6,5,5,4,4,4,4,5,5,5,5,3,2,1,6,2,6,6,6,2,5,2,4,6,0,1,0,1,USA,1,legal
6028,6,4,5,5,6,6,2,2,2,1,2,2,3,4,3,2,2,5,5,6,3,4,5,3,1,2,4,10,0,1,0,3,USA,1,legal
3420,5,4,5,4,4,3,5,2,2,1,5,4,3,4,4,4,6,6,6,2,6,3,6,4,5,1,4,6,0,1,0,2,Turkey,0,illegal
3894,5,5,6,6,6,5,5,5,4,6,4,4,4,4,6,4,6,4,5,2,6,3,5,4,5,3,3,8,0,1,0,4,United Arab Emirates,0,legal
6504,5,6,4,5,6,4,3,6,3,4,4,4,3,5,5,2,7,3,6,2,7,2,7,3,5,1,2,2,0,1,0,3,USA,1,legal
3517,5,6,5,5,5,5,5,1,6,1,5,4,5,5,5,3,7,3,7,5,7,3,7,2,7,1,3,8,0,1,0,4,USA,1,legal
376,6,6,5,6,4,4,6,6,4,1,5,4,3,5,4,4,6,6,6,3,4,4,5,1,6,2,3,3,0,1,0,2,USA,1,legal
3048,6,6,6,5,6,5,4,4,5,2,4,3,4,6,6,3,4,3,3,4,5,4,7,7,2,1,3,6,0,1,0,4,Canada,1,illegal
4557,6,5,6,6,6,6,6,6,5,1,6,2,5,4,6,4,5,1,4,2,7,1,5,6,3,1,3,4,0,1,0,4,Canada,1,illegal
5401,3,3,4,4,4,3,4,4,3,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,3,9,0,1,0,6,UK,1,illegal
5647,5,5,5,5,5,5,3,4,3,5,3,3,3,5,5,4,2,2,2,3,6,5,6,6,4,2,4,7,0,1,0,3,USA,1,legal
5513,5,3,5,2,3,4,5,3,5,2,4,3,3,3,3,3,2,2,5,4,4,5,6,5,5,3,2,5,0,1,0,1,Turkey,0,illegal
1115,6,6,4,5,5,6,5,6,6,5,5,5,5,6,5,4,6,7,6,5,5,5,7,5,6,6,4,10,0,1,0,6,USA,1,legal
1609,5,6,5,5,5,5,5,5,3,2,5,4,5,4,5,3,6,5,6,6,5,2,6,2,2,5,4,8,0,1,0,NA,Belgium,1,illegal
932,6,5,5,5,5,6,4,3,5,2,5,6,5,5,6,3,6,5,3,4,5,5,6,6,4,3,3,8,0,1,0,4,Canada,1,illegal
2280,5,5,5,4,4,6,3,3,4,2,5,3,3,4,4,3,5,5,5,2,6,5,5,1,2,1,4,8,1,0,0,3,The Netherlands,1,illegal
4860,6,3,6,4,6,6,6,1,6,1,6,3,4,4,6,5,2,1,7,4,6,6,7,1,6,2,2,8,1,0,0,2,Belgium,1,illegal
5445,6,4,5,5,5,6,5,6,6,4,4,5,5,5,5,5,7,4,5,1,6,2,7,2,6,4,4,8,1,0,0,4,The Netherlands,1,illegal
65,6,6,6,6,6,6,6,6,4,6,6,5,6,6,6,4,4,4,5,5,6,6,6,5,5,4,3,8,1,0,0,6,USA,1,legal
3972,6,5,6,6,4,5,5,6,5,3,2,2,4,3,6,4,6,3,7,1,7,5,7,5,4,5,3,8,1,0,0,4,Canada,1,illegal
1637,6,5,6,4,4,4,4,5,5,3,5,3,5,5,5,4,6,5,6,5,6,4,6,1,5,5,4,10,1,0,0,6,USA,1,legal
6315,6,3,6,1,5,2,1,5,2,2,3,2,1,1,6,5,5,4,6,4,5,6,5,3,5,3,3,8,1,0,0,3,USA,1,legal
6879,6,2,6,3,4,3,3,3,4,1,3,5,4,4,3,4,6,5,6,1,5,4,2,1,7,3,3,3,1,0,0,4,Austria,1,illegal
2974,5,3,5,5,2,4,2,3,5,3,5,4,2,4,3,3,5,4,4,6,4,3,5,3,5,5,4,8,1,0,0,4,India,0,legal
6866,6,6,6,5,6,6,5,3,4,4,3,5,3,6,3,4,5,1,7,2,5,4,7,1,5,3,4,8,1,0,0,4,India,0,legal
3617,5,4,5,6,6,4,5,6,5,4,5,5,5,5,5,2,3,5,6,6,5,4,5,3,4,5,1,10,1,0,0,4,Turkey,0,illegal
1656,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,4,6,5,6,2,6,2,5,2,5,5,4,8,0,0,0,6,Belgium,1,illegal
292,6,6,5,5,6,5,4,2,4,4,4,3,4,5,4,4,2,2,5,6,5,4,3,4,3,3,3,9,0,0,0,6,USA,1,legal
6666,6,5,6,5,5,6,5,4,5,2,5,4,4,3,5,5,7,5,6,1,6,1,7,1,7,3,5,9,0,0,0,4,USA,1,legal
5404,4,4,5,4,6,5,6,5,6,5,3,5,5,4,5,4,6,4,7,4,4,5,7,5,6,5,2,6,0,0,0,6,USA,1,legal
2268,6,5,6,6,6,6,5,6,4,1,4,2,4,3,5,5,5,6,7,5,5,2,5,4,3,1,3,5,0,0,0,4,Canada,1,illegal
4766,5,4,6,6,6,5,5,5,5,4,3,2,4,2,6,4,6,2,7,1,5,2,5,1,3,4,2,3,0,0,0,6,USA,1,legal
4093,5,5,5,5,5,5,5,3,4,2,4,2,3,4,2,3,2,3,2,3,5,4,5,5,6,4,3,4,0,0,0,4,USA,1,legal
6613,5,5,5,6,5,5,5,1,3,5,4,5,3,2,3,2,2,5,5,6,5,3,4,5,3,4,3,7,0,0,0,2,USA,1,legal
